Date,Time,Category,Item,Qty,Product Sales,Discounts,Net Sales,Transaction ID,Itemization Type
30/07/2024,17:30:29,None,Gloss Varnish,1,$4.54,$0.00,$4.54,ZxnbvfT30wVrBS7KcNDV09A08RGZY,Service
30/07/2024,17:29:42,None,Cute Dragon,1,$36.30,$0.00,$36.30,zAI1Y1eAkNTU1mjbpS2HglXvNsWZY,Physical Good
30/07/2024,17:29:42,None,Gloss Varnish,1,$4.54,$0.00,$4.54,zAI1Y1eAkNTU1mjbpS2HglXvNsWZY,Service
30/07/2024,17:29:15,None,Dino - Disco,1,$40.84,$0.00,$40.84,JDusDQZd6mmnS04KcdR3ZrnPV0NZY,Physical Good
30/07/2024,17:29:15,None,Gloss Varnish,1,$4.54,$0.00,$4.54,JDusDQZd6mmnS04KcdR3ZrnPV0NZY,Service
30/07/2024,15:39:06,Couple,Couple - Avo Duck,1,$49.92,$0.00,$49.92,JBla8oVSYtebSNBrWvzCN6MJ6pHZY,Physical Good
30/07/2024,15:39:06,None,Gloss Varnish,1,$4.54,$0.00,$4.54,JBla8oVSYtebSNBrWvzCN6MJ6pHZY,Service
30/07/2024,15:07:17,None,Custom Amount,1,$46.07,-$7.50,$38.57,FJWgK7JYh97lEBfzt4YjAvBdi4aZY,
30/07/2024,15:04:44,None,Kaws,1,$46.07,-$7.50,$38.57,PqoI3O5NwXNZ7C5jSjnNyEKYU0DZY,Physical Good
30/07/2024,15:04:08,None,Custom Amount,1,$36.86,-$6.00,$30.86,dbhqRxdcbiywOedvV4jc0kJlUARZY,
30/07/2024,14:50:21,Couple,Couple - Avo Duck,1,$50.68,-$8.25,$42.43,NliC3p3fEYmuyHMi7jM7cvKbPM6YY,Physical Good
30/07/2024,14:50:21,None,Gloss Varnish,1,$4.54,$0.00,$4.54,NliC3p3fEYmuyHMi7jM7cvKbPM6YY,Service
30/07/2024,14:13:04,Beverages,Drink - Red Bull,1,$4.63,-$1.00,$3.63,TUetrD3qw7HspLUnHEPb451yWhOZY,Physical Good
30/07/2024,13:55:28,None,Angel - Small,1,$33.09,-$14.29,$18.80,ZHg4UGgcBbPOporhDwYv9tp7sHIZY,Physical Good
30/07/2024,13:55:28,None,Kaws,1,$47.26,-$20.42,$26.84,ZHg4UGgcBbPOporhDwYv9tp7sHIZY,Physical Good
30/07/2024,13:55:28,None,Gloss Varnish,1,$4.68,-$1.52,$3.16,ZHg4UGgcBbPOporhDwYv9tp7sHIZY,Service
30/07/2024,13:55:28,None,Gloss Varnish,1,$4.68,-$1.52,$3.16,ZHg4UGgcBbPOporhDwYv9tp7sHIZY,Service
30/07/2024,13:52:47,Skull Panda,Skull Panda 4,1,$41.47,-$6.75,$34.72,1xIR8nAzuoTUQ48boNiTdX9hW9AZY,Physical Good
30/07/2024,13:52:47,None,Gloss Varnish,1,$4.54,$0.00,$4.54,1xIR8nAzuoTUQ48boNiTdX9hW9AZY,Service
30/07/2024,13:47:54,None,Jerry - Disney Cheesy Mouse,1,$36.86,-$6.00,$30.86,tPzWKYOoC6BUdHeTjMoUTtea8QYZY,Physical Good
30/07/2024,13:31:59,None,Puppy - Glasses,1,$36.86,-$6.00,$30.86,DoUhpk4mhAiESGOQXBSZ05IAhJ9YY,Physical Good
30/07/2024,13:28:11,Beverages,Tea - Lipton,2,$9.09,$0.00,$9.09,zgioVaTko2QF30wShKEWAROC1FLZY,Physical Good
30/07/2024,13:25:11,None,Gloss Varnish,1,$4.54,$0.00,$4.54,j2nzPHPIg67Bo1lxedFObiwiVIeZY,Service
30/07/2024,13:25:11,Skull Panda,Skull Panda 4,1,$41.47,-$6.75,$34.72,j2nzPHPIg67Bo1lxedFObiwiVIeZY,Physical Good
30/07/2024,13:16:25,None,Angel - Small,1,$32.29,-$5.25,$27.04,FrVhjz6wWZ6pi9lTCMdyuQmsqbLZY,Physical Good
30/07/2024,13:16:25,Kuromi,Kuromi - With Hat,1,$41.52,-$6.75,$34.77,FrVhjz6wWZ6pi9lTCMdyuQmsqbLZY,Physical Good
30/07/2024,13:16:25,None,Grandpa,1,$36.91,-$6.00,$30.91,FrVhjz6wWZ6pi9lTCMdyuQmsqbLZY,Physical Good
30/07/2024,13:16:25,None,Gloss Varnish,1,$4.55,$0.00,$4.55,FrVhjz6wWZ6pi9lTCMdyuQmsqbLZY,Service
30/07/2024,13:16:25,None,Gloss Varnish,1,$4.54,$0.00,$4.54,FrVhjz6wWZ6pi9lTCMdyuQmsqbLZY,Service
30/07/2024,13:16:25,None,Gloss Varnish,1,$4.55,$0.00,$4.55,FrVhjz6wWZ6pi9lTCMdyuQmsqbLZY,Service
29/07/2024,18:38:58,None,Rabbit - Strawberry Bag,1,$31.77,$0.00,$31.77,d3j8Hafo2tqmzyyhc5X0023SleEZY,Physical Good
29/07/2024,18:38:42,None,Puppy - Glasses,1,$36.31,$0.00,$36.31,HKKOSUJyk0bIqp7mZ9ipRokUmV8YY,Physical Good
29/07/2024,18:36:14,None,Dino - Small,1,$36.36,$0.00,$36.36,lTNBk77pgfFwtogWeCIImZRLfTYZY,Physical Good
29/07/2024,18:01:59,None,Gloss Varnish,1,$4.54,$0.00,$4.54,TsM63qFvVjM0Ok6Rg6ljQzizeEMZY,Service
29/07/2024,16:03:48,None,Baby Dragon,1,$36.31,$0.00,$36.31,1zH6jEMpyTXkSH1dA6bCQmtEw0WZY,Physical Good
29/07/2024,14:58:55,None,Luffy,1,$43.35,-$27.20,$16.15,xTMkXkz9LAQuYdjA21rYGw2Ek6VZY,Physical Good
29/07/2024,14:58:55,None,Custom Amount,1,$62.63,-$39.30,$23.33,xTMkXkz9LAQuYdjA21rYGw2Ek6VZY,
29/07/2024,14:42:51,None,Teddy With Tote,1,$36.91,-$6.00,$30.91,34twh84PhgQBtv79JSsUpQq4QJEZY,Physical Good
29/07/2024,14:34:21,None,Skull Panda - Rabbit Trainer,1,$46.07,-$7.50,$38.57,Zxr7oABRb24vDBiFCHkYUpGzdVTZY,Physical Good
29/07/2024,14:33:46,Skull Panda,Skull Panda 5,1,$41.47,-$6.75,$34.72,VzpdA7hGcFHmNM5WwY29LDat3q8YY,Physical Good
29/07/2024,14:21:47,Couple,Couple - Tomato,1,$50.68,-$8.25,$42.43,dNYLw49bkUxZAbgBMwTouR7S1qEZY,Physical Good
29/07/2024,13:50:46,Skull Panda,Skull Panda 3,1,$41.47,-$6.75,$34.72,jWNg2saidTen5VWHyEzKSM5HDsSZY,Physical Good
29/07/2024,13:13:10,None,Dino - Disco,1,$41.47,-$6.75,$34.72,9nri4Gar8RIF8X7oNPklMaCKjaFZY,Physical Good
28/07/2024,22:43:53,None,Gloss Varnish,1,$4.54,$0.00,$4.54,5jkz0fClkgWqHof1mgtRIBV6mpQZY,Service
28/07/2024,22:43:53,None,Gloss Varnish,1,$4.54,$0.00,$4.54,5jkz0fClkgWqHof1mgtRIBV6mpQZY,Service
28/07/2024,20:26:41,Piggy,Piggy - Watermelon,1,$40.84,$0.00,$40.84,fU3fD0QDFn347q8qBytrehu82t5YY,Physical Good
28/07/2024,20:26:41,Skull Panda,Skull Panda 3,1,$40.85,$0.00,$40.85,fU3fD0QDFn347q8qBytrehu82t5YY,Physical Good
28/07/2024,19:24:20,None,Baby Dragon,1,$38.62,-$25.00,$13.62,jKRFK01wM56QzLtPz70AdHlcHcaZY,Physical Good
28/07/2024,19:24:20,Piggy,Piggy Happy,1,$38.61,-$25.00,$13.61,jKRFK01wM56QzLtPz70AdHlcHcaZY,Physical Good
28/07/2024,18:30:13,None,Gloss Varnish,1,$4.54,$0.00,$4.54,tVG0Dvk0vGMdSeAW1B7LxTUmu2HZY,Service
28/07/2024,17:32:57,None,Gloss Varnish,1,$4.54,$0.00,$4.54,vsrHS3cDf9jmngV4dtkPvkMaGNDZY,Service
28/07/2024,17:32:57,None,Gloss Varnish,1,$4.54,$0.00,$4.54,vsrHS3cDf9jmngV4dtkPvkMaGNDZY,Service
28/07/2024,17:21:51,Beverages,Soft Drink - Can,1,$2.72,$0.00,$2.72,n6SEH85L6zX4RET5WkepzBVJdROZY,Physical Good
28/07/2024,17:21:51,None,Gloss Varnish,1,$4.54,$0.00,$4.54,n6SEH85L6zX4RET5WkepzBVJdROZY,Service
28/07/2024,17:21:51,None,Gloss Varnish,1,$4.54,$0.00,$4.54,n6SEH85L6zX4RET5WkepzBVJdROZY,Service
28/07/2024,17:20:30,None,Gloss Varnish,1,$4.54,$0.00,$4.54,JHUqHzZaWfIdsnlMPIRV40hVFJBZY,Service
28/07/2024,17:20:30,None,Gloss Varnish,1,$4.54,$0.00,$4.54,JHUqHzZaWfIdsnlMPIRV40hVFJBZY,Service
28/07/2024,17:08:36,None,Gloss Varnish,1,$4.54,$0.00,$4.54,hxdBwjKvghPQT48fIBAhh0R4jcTZY,Service
28/07/2024,17:08:36,None,Gloss Varnish,1,$4.54,$0.00,$4.54,hxdBwjKvghPQT48fIBAhh0R4jcTZY,Service
28/07/2024,17:01:37,Couple,Couple - Banana,1,$49.92,$0.00,$49.92,51hLdepdlTRNgG8kC1Wiqs0WIPSZY,Physical Good
28/07/2024,16:15:37,None,Gloss Varnish,1,$4.54,$0.00,$4.54,DEs8KpthwcQ3ovIctqEUqhoiciOZY,Service
28/07/2024,16:15:37,None,Gloss Varnish,1,$4.54,$0.00,$4.54,DEs8KpthwcQ3ovIctqEUqhoiciOZY,Service
28/07/2024,16:14:56,None,Gloss Varnish,1,$4.54,$0.00,$4.54,FbbEbOhex4k4kHIuuvzAkO7Sj4bZY,Service
28/07/2024,16:14:56,None,Gloss Varnish,1,$4.54,$0.00,$4.54,FbbEbOhex4k4kHIuuvzAkO7Sj4bZY,Service
28/07/2024,16:09:28,Kuromi,Kuromi Eclipse,1,$40.84,$0.00,$40.84,ZNPWmt43Rentirfm5HWrfTbDwFZZY,Physical Good
28/07/2024,16:09:28,None,Ducky - Bag,1,$36.31,$0.00,$36.31,ZNPWmt43Rentirfm5HWrfTbDwFZZY,Physical Good
28/07/2024,15:53:57,None,Gloss Varnish,1,$4.54,$0.00,$4.54,RFbJojkZGS4Z3ViqEuH3fU1xWNNZY,Service
28/07/2024,15:53:57,None,Gloss Varnish,1,$4.55,$0.00,$4.55,RFbJojkZGS4Z3ViqEuH3fU1xWNNZY,Service
28/07/2024,15:53:01,None,Captain US Doremon,1,$45.38,$0.00,$45.38,pl7eXkm9QhrGLzRWzYpwWA0CDIAZY,Physical Good
28/07/2024,15:53:01,None,Stitch - Dragon Hat,1,$40.85,$0.00,$40.85,pl7eXkm9QhrGLzRWzYpwWA0CDIAZY,Physical Good
28/07/2024,15:48:05,None,Gloss Varnish,1,$4.54,$0.00,$4.54,FJKSo0tCyYxPwLE9SjZ1euvtljMZY,Service
28/07/2024,15:48:05,None,Gloss Varnish,1,$4.54,$0.00,$4.54,FJKSo0tCyYxPwLE9SjZ1euvtljMZY,Service
28/07/2024,15:47:16,None,Lava,1,$31.82,$0.00,$31.82,X0tlBqI2Ck2WWUuv1sSf11z9A0KZY,Physical Good
28/07/2024,15:47:16,None,Dino Baby Dummy,1,$36.36,$0.00,$36.36,X0tlBqI2Ck2WWUuv1sSf11z9A0KZY,Physical Good
28/07/2024,15:42:18,None,Apple Baby,1,$31.77,$0.00,$31.77,nOC7bN92du8yig8jW5B1ribBxHVZY,Physical Good
28/07/2024,15:42:18,None,Cat Lady - Bottle,1,$36.30,$0.00,$36.30,nOC7bN92du8yig8jW5B1ribBxHVZY,Physical Good
28/07/2024,15:40:22,None,Luffy,1,$40.84,$0.00,$40.84,pvKPhqubTViP13syFz2eLg0VfM8YY,Physical Good
28/07/2024,15:28:42,Kuromi,Kuromi - Evil Large,1,$45.38,$0.00,$45.38,JhzbZ42q3JFFNHgonfMseYeRPJHZY,Physical Good
28/07/2024,15:28:15,None,Puppy - Glasses,1,$36.31,$0.00,$36.31,l3V6ZuVkeGXIhkXFYBeGFOBGeBCZY,Physical Good
28/07/2024,15:23:51,None,Gloss Varnish,1,$4.54,$0.00,$4.54,X8NHf8i5pykPxDfSkizKB4Px7XPZY,Service
28/07/2024,15:05:00,None,Elephant,1,$33.92,-$23.33,$10.59,j44rHXR63cViQlfx3SUqYBvKL2UZY,Physical Good
28/07/2024,15:05:00,None,Dora,1,$38.77,-$26.67,$12.10,j44rHXR63cViQlfx3SUqYBvKL2UZY,Physical Good
28/07/2024,14:48:37,None,Ducky - Star,1,$40.91,$0.00,$40.91,pVBzGYmHXoLYk3mLWiXnUJ1elgLZY,Physical Good
28/07/2024,14:48:37,None,Elephant,1,$31.82,$0.00,$31.82,pVBzGYmHXoLYk3mLWiXnUJ1elgLZY,Physical Good
28/07/2024,14:48:37,None,Dino Baby Dummy,1,$36.36,$0.00,$36.36,pVBzGYmHXoLYk3mLWiXnUJ1elgLZY,Physical Good
28/07/2024,14:39:54,Beverages,Water - Bottle,1,$2.72,$0.00,$2.72,VZOu6OxoDmC4Fc5jpkKZMKoqdu8YY,Physical Good
28/07/2024,14:26:01,None,Cat Lady - Bottle,1,$36.31,$0.00,$36.31,3sxfwVav8aUgyNAAhbxcd1JJlbPZY,Physical Good
28/07/2024,14:25:02,None,Gloss Varnish,1,$4.54,$0.00,$4.54,DS935hurxSoJBGWYOGWibgcA0JQZY,Service
28/07/2024,14:22:22,None,Rabbit - Strawberry Bag,1,$31.77,$0.00,$31.77,d5Aa9dFv3DUcoRA2gZw718uR3XEZY,Physical Good
28/07/2024,14:20:50,None,Lion - Large,1,$36.31,$0.00,$36.31,DkQ8H0gC0RdhcJm1NuPFwlnuLPbZY,Physical Good
28/07/2024,14:20:50,None,House,1,$36.30,$0.00,$36.30,DkQ8H0gC0RdhcJm1NuPFwlnuLPbZY,Physical Good
28/07/2024,14:20:50,Beverages,Drink - Banana Milk,1,$3.41,$0.00,$3.41,DkQ8H0gC0RdhcJm1NuPFwlnuLPbZY,Physical Good
28/07/2024,14:20:50,Beverages,Water - Bottle,1,$2.72,$0.00,$2.72,DkQ8H0gC0RdhcJm1NuPFwlnuLPbZY,Physical Good
28/07/2024,14:15:04,Piggy,Piggy Bottle,1,$36.31,$0.00,$36.31,5p5eLUxhrNdG0IgfS8e5vPEox67YY,Physical Good
28/07/2024,14:15:04,Kuromi,Kuromi - Evil Large,1,$45.38,$0.00,$45.38,5p5eLUxhrNdG0IgfS8e5vPEox67YY,Physical Good
28/07/2024,14:12:06,None,Gloss Varnish,1,$4.54,$0.00,$4.54,1dqNd4Xi8v0tEIX7J8yUTxlseJeZY,Service
28/07/2024,13:57:33,None,Kaws,1,$45.45,$0.00,$45.45,T6d9KErzQbQUKtBREHDCeXk6LAcZY,Physical Good
28/07/2024,13:57:33,None,Kirby on Star,1,$40.91,$0.00,$40.91,T6d9KErzQbQUKtBREHDCeXk6LAcZY,Physical Good
28/07/2024,13:57:00,None,Gloss Varnish,1,$4.54,$0.00,$4.54,30dJf1HsWb1yWIoPFGTPpfkMJBEZY,Service
28/07/2024,13:51:12,None,Rabbit - Happy Sleepy,1,$36.31,$0.00,$36.31,vYJdnXlOf1pGDnV7IoHZptlvQgBZY,Physical Good
28/07/2024,13:51:12,Couple,Couple - Banana,1,$49.92,$0.00,$49.92,vYJdnXlOf1pGDnV7IoHZptlvQgBZY,Physical Good
28/07/2024,13:43:47,None,Repeat painting,1,$9.08,$0.00,$9.08,LQMGi65sXPDrhaqbLATZlrgvnfXZY,Service
28/07/2024,13:43:47,None,Repeat painting,1,$9.07,$0.00,$9.07,LQMGi65sXPDrhaqbLATZlrgvnfXZY,Service
28/07/2024,13:43:47,None,Repeat painting,1,$9.08,$0.00,$9.08,LQMGi65sXPDrhaqbLATZlrgvnfXZY,Service
28/07/2024,13:43:47,None,Ducky - Bag,1,$36.30,$0.00,$36.30,LQMGi65sXPDrhaqbLATZlrgvnfXZY,Physical Good
28/07/2024,13:39:43,None,Marvel,1,$45.38,$0.00,$45.38,1j7a4gxJrAF07rpmcfNhjbBsHXIZY,Physical Good
28/07/2024,13:35:01,None,Cute Dragon,1,$36.31,$0.00,$36.31,z8u5iOaTO0x9yDOdFf9LuMrEfKFZY,Physical Good
28/07/2024,13:34:45,None,Kirby on Star,1,$40.84,$0.00,$40.84,PAfunm1cbQYcmagb03EhpMggAIXZY,Physical Good
28/07/2024,13:28:37,None,Gloss Varnish,1,$4.54,$0.00,$4.54,hXwtG9DFP455msIxRpyizzJfbDXZY,Service
28/07/2024,13:28:20,None,Gloss Varnish,1,$4.54,$0.00,$4.54,XER3Z3jWQXIuYhabNDQRUYBUhfbZY,Service
28/07/2024,13:25:51,Couple,Couple - Banana,1,$49.92,$0.00,$49.92,DW5SUz0zTD6CziagTXDuNA4SzyRZY,Physical Good
28/07/2024,13:24:32,Kuromi,Kuromi - Clown,1,$40.91,$0.00,$40.91,RpFt2A2BPS7MgtjIlhq2pD4x4GYZY,Physical Good
28/07/2024,13:01:18,Beverages,Water - Bottle,2,$5.45,$0.00,$5.45,DWThlvivSJ7YDVIHTMjEkz1tSXUZY,Physical Good
28/07/2024,12:49:00,None,Luffy,1,$40.84,$0.00,$40.84,VfxAfe8l6HJqPFoEdt6dSOxOWaQZY,Physical Good
28/07/2024,12:49:00,None,Gloss Varnish,1,$4.54,$0.00,$4.54,VfxAfe8l6HJqPFoEdt6dSOxOWaQZY,Service
28/07/2024,12:48:01,Kuromi,Kuromi - Clown,1,$40.84,$0.00,$40.84,HEBlDOpx2JiL28mac3HOlulGhdfZY,Physical Good
28/07/2024,12:48:01,None,Gloss Varnish,1,$4.54,$0.00,$4.54,HEBlDOpx2JiL28mac3HOlulGhdfZY,Service
28/07/2024,12:40:14,None,Bear Holder,2,$117.99,$0.00,$117.99,5z07YqFsAHycAgNvClhyL2syxvfZY,Physical Good
28/07/2024,11:37:47,None,Apple Baby,1,$31.77,$0.00,$31.77,78qC1RCAjLD4ffSFELyjEP2vibYZY,Physical Good
28/07/2024,11:37:04,None,Ducky - Star,1,$40.84,$0.00,$40.84,BXEthczZCtjYWyKNXQu7Zu2WnqZZY,Physical Good
28/07/2024,11:36:39,None,Rabbit - Glasses,1,$38.61,-$25.00,$13.61,RTuLCBeFjFak5At0bXccIr1g6A6YY,Physical Good
28/07/2024,11:35:57,None,Elephant,1,$34.08,-$25.00,$9.08,d3LUhMiUvFI5XTlLrFjApZU9ml9YY,Physical Good
28/07/2024,11:34:09,None,Lava,1,$31.77,$0.00,$31.77,hLMcreOjXwMaG9PXLiPw05PnQGdZY,Physical Good
28/07/2024,11:32:52,None,Dino Baby,1,$36.31,$0.00,$36.31,FjPm2FxVfOrCBaI8HjMsdG6QqHeZY,Physical Good
28/07/2024,11:32:29,None,Purin,1,$40.84,$0.00,$40.84,3gZy2dEvdI9SzaH8luQh5vVQuGKZY,Physical Good
27/07/2024,22:38:37,None,Gloss Varnish,1,$4.54,$0.00,$4.54,DevPCJmguJjzCsCBKqMdtaJxLP8YY,Service
27/07/2024,22:38:37,None,Gloss Varnish,1,$4.54,$0.00,$4.54,DevPCJmguJjzCsCBKqMdtaJxLP8YY,Service
27/07/2024,22:36:43,None,Gloss Varnish,1,$4.54,$0.00,$4.54,XKE9aGUFfOSZtUVKOn409JCSw4BZY,Service
27/07/2024,22:36:43,None,Gloss Varnish,1,$4.54,$0.00,$4.54,XKE9aGUFfOSZtUVKOn409JCSw4BZY,Service
27/07/2024,22:36:43,None,Gloss Varnish,1,$4.53,$0.00,$4.53,XKE9aGUFfOSZtUVKOn409JCSw4BZY,Service
27/07/2024,21:57:47,None,Angel - Small,1,$31.77,$0.00,$31.77,b6P5hTnmfoMklhnhETJTn8verTCZY,Physical Good
27/07/2024,21:57:47,None,Ducky - Bag,1,$36.30,$0.00,$36.30,b6P5hTnmfoMklhnhETJTn8verTCZY,Physical Good
27/07/2024,21:34:53,None,Gloss Varnish,1,$4.54,$0.00,$4.54,hDYY5GZTclijQKy7rlSHJ7mZKvKZY,Service
27/07/2024,21:34:53,None,Gloss Varnish,1,$4.54,$0.00,$4.54,hDYY5GZTclijQKy7rlSHJ7mZKvKZY,Service
27/07/2024,21:31:04,None,Tea - C2,1,$4.08,$0.00,$4.08,T4m0ldlnx1kDtFeVqXcgqu1VGpeZY,Physical Good
27/07/2024,21:01:40,None,Gloss Varnish,1,$4.54,$0.00,$4.54,P8Z2W7HipSevpP3Tkub0rN8lQpZZY,Service
27/07/2024,21:01:40,None,Gloss Varnish,1,$4.54,$0.00,$4.54,P8Z2W7HipSevpP3Tkub0rN8lQpZZY,Service
27/07/2024,20:39:05,Beverages,Soft Drink - Can,1,$2.72,$0.00,$2.72,XCYNMMtEwTylaBtmYAGuovnL44bZY,Physical Good
27/07/2024,20:16:35,Skull Panda,Skull Panda 2,1,$40.84,$0.00,$40.84,1dE6F6aQvIz4Pk8Qp6ytf4mHiafZY,Physical Good
27/07/2024,20:16:35,None,Gloss Varnish,1,$4.54,$0.00,$4.54,1dE6F6aQvIz4Pk8Qp6ytf4mHiafZY,Service
27/07/2024,19:58:35,Beverages,Water - Bottle,1,$2.72,$0.00,$2.72,jmNiFc7sFVk3JjS0jbaE4rsfT6HZY,Physical Good
27/07/2024,19:52:39,Kuromi,Kuromi - Bowtie,1,$40.84,$0.00,$40.84,fOKmTXvvzL3nNiGwv8QLiIapTVSZY,Physical Good
27/07/2024,19:52:39,None,Ducky - Bag,1,$36.31,$0.00,$36.31,fOKmTXvvzL3nNiGwv8QLiIapTVSZY,Physical Good
27/07/2024,19:48:29,None,Teddy With Tote,1,$36.31,$0.00,$36.31,XQ7NlABgtj6Pp2yTZxoyJ2rCqC6YY,Physical Good
27/07/2024,19:41:49,None,Dino Baby Dummy,1,$36.31,$0.00,$36.31,JB94Z4IeCadoemn3T0r6oGlWR4RZY,Physical Good
27/07/2024,19:41:26,None,Lotso Bear - Strawberry,1,$40.84,$0.00,$40.84,dpso3tXsFTBMqxHG8rulKx960j6YY,Physical Good
27/07/2024,19:32:28,None,Skull Panda - Rabbit Trainer,1,$45.38,$0.00,$45.38,TAgZOBU7pHK1A6tChpf0xtsm4HVZY,Physical Good
27/07/2024,19:32:28,None,Ducky - Star,1,$40.85,$0.00,$40.85,TAgZOBU7pHK1A6tChpf0xtsm4HVZY,Physical Good
27/07/2024,19:11:04,Beverages,Water - Bottle,1,$2.72,$0.00,$2.72,9BwOMwI95Qe7Cu64he0weao8pDVZY,Physical Good
27/07/2024,18:50:18,None,Baby Dragon,1,$36.31,$0.00,$36.31,JDaGDTpqOGI8iGNtbRx79GyjjlWZY,Physical Good
27/07/2024,18:50:18,Piggy,Piggy - Watermelon,1,$40.84,$0.00,$40.84,JDaGDTpqOGI8iGNtbRx79GyjjlWZY,Physical Good
27/07/2024,18:27:22,None,Teddy With Tote,1,$36.30,$0.00,$36.30,RpD8M36VlJXuIx2aBCSZjwXgGX7YY,Physical Good
